MMSI,Call sign,Selective call number,Name of station,Administration/ Geographical area,Lifeboats,Auxiliary installations (EPIRBs),General classification,Individual classification,Registration number,Gross tonnage,Capacity of persons on board,Telegraph transmission frequency bands,Telegraph transmission frequency bands 2,Accounting Authority Identification Code (AAIC)
203754400,OEX3578,,MINOS,AUT,,,PL,MTB,N27701,"3,05",8,,V,
203755400,OEX7048,,QUINUITUQ,AUT,1,BE1,PL,YAT,N31048,"22,7",8,,V,
203756400,OEX3598,,GRISU,AUT,1,,PL,MTB,N30969,"23,68",12,,V,
203757400,OEX3584,,LEONIE,AUT,,,PL,MTB,N28086,"6,54",10,,V,
203758400,OEX7958,,EUPHEMIA,AUT,,BE1,PL,YAT,W27958,"10,67",6,,V,
203759400,OEX3593,,MIMIMI,AUT,,,PL,MTB,W28040,"0,6",4,,V,
203761400,OEX7746,,SNOWGOOSE II,AUT,,BE1,PL,YAT,N31746,"3,41",4,,V,DP02
203762400,OEX3594,,LA VIDA,AUT,,BE1,PL,MTB,N31783,"44,9",8,,V,DP02
203763400,OEX3552,,W-28033,AUT,,,PL,YAT,W28033,"15,34",12,,V,DP02
203764100,OEX3892,,CHRISTINE XXI,AUT,,,PL,MTB,O26933,,,,V,
203764400,OEX6835,,VOGLIA,AUT,1,,PL,YAT,W28035,"21,04",9,,V,DP02
203765400,OEX3864,,POSEIDON G,AUT,1,,PL,MTB,B20464,"19,76",11,,V,DP02
203766400,OEX6699,,AMUN,AUT,1,,PL,YAT,N29015,"4,46",6,,V,
203767400,OEX3820,,SPARTA,AUT,,BE1,PL,MTB,N31820,"12,53",10,,V,DP02
203768400,OEX8454,,LOVIS,AUT,1,BE1,PL,YAT,W27559,"3,69",5,,V,
203769400,OEX3601,,N-31404,AUT,1,,PL,MTB,N31404,"16,22",10,,V,
203771400,OEX3784,,AVENTURA,AUT,,BE1,PL,MTB,N28484,"4,13",8,,V,
203772400,OEX3611,,CHRISTA,AUT,,,PL,MTB,N31233,"9,68",10,,V,
203783200,OEX7524,,DIE NEUNTE,AUT,,BE1,PL,YAT,W26524,"13,2",7,,V,
203787400,OEX6787,,MARINA,AUT,,BE1,PL,YAT,N31787,"2,05",8,,V,
203793100,OEX6759,,WINDROSE,AUT,1,,PL,YAT,O27758,"14,48",8,,V,
203794200,OEX6131,,ELIANA,AUT,,,PL,YAT,W25631,"7,89",6,,V,
203799100,OEX3982,,DONAULAND,AUT,1,,PL,MTB,O26074,"28,42",12,,V,
203809200,OEX5509,,LA PERLA FLORENTINA,AUT,1,,PL,YAT,O30599,"30,09",12,,V,DP05
203810200,OEX5510,,SKAZKA,AUT,1,BE1,PL,YAT,O30687,"11,09",10,,V,DP05
203828400,OEX8028,,MAI POY,AUT,,BE1,PL,YAT,W28028,"2,63",4,,V,
203857400,OEX8057,,SAYG I,AUT,1,BE1,PL,YAT,W28057,"18,87",10,,V,
203861200,OEX2946,,SUNSHINE,AUT,,,PL,YAT,N29824,"1,86",,,V,
203875400,OEX8075,,GINA H,AUT,1,BE1,PL,YAT,W28075,9,6,,V,DP02
203883200,OEX2753,,MERLIN,AUT,,,PL,YAT,N29953,"6,11",8,,V,
203888400,OEX8668,,YIN YANG,AUT,1,BE1,PL,YAT,N27068,"22,32",8,,V,
203918100,OEX3333,,SYDNEY,AUT,,,PL,MTB,N31460,"3,73",10,,V,
203955100,OEX3395,,SUSANNA I,AUT,,,PL,MTB,N27656,"5,58",6,,V,AU01
203971100,OEX5116,,SHEILA,AUT,,BE1,PL,YAT,O29732,"4,6",6,,V,AU01
204211000,CUHB9,,MAR PORTUGUES,AZR,,,FV,PH,9152935,,,,,PO19
204212000,CUOZ,,VERDEMILHO,AZR,1,E1,FV,CHR,V1065C,,,,TV,PO19
204213000,CUKX9,,ANACLETO ANTONIO,AZR,,,FV,PH,SB1252C,,,,,PO19
204218000,CUGS7,,STELLA MARIS,AZR,,,FV,PH,PE2090C,,,,,
204228000,CUOU,,VISTA ALEGRE,AZR,1,E1,FV,PH,A3148C,,,,TV,PO19
204232000,CUMD,,MIGUEL SANTOS,AZR,,,FV,PH,PE2081N,,,,,PO19
204233000,CUKY7,,JOSE LESTE,AZR,,,FV,PH,SB1265C,,,,,PO19
204235000,CUBZ5,,MONSERRATE,AZR,,,FV,PH,PV277C,,,,,PO19
204237000,CUCR7,,PEREIRA E MOCA,AZR,,,FV,PH,PV276C,,,,,PO19
204238000,CUCE9,,MARQUES NOVO,AZR,,,FV,PH,VC240C,,,,,PO19
204239000,CUQE,,EROS,AZR,,,FV,PH,PE2147C,,,,,PO19
204259000,CUMA,,DAVID MALHEIROS,AZR,,,FV,PH,PE1984C,,,,,PO19
204268000,CUBZ2,,AVO VIANEZ,AZR,,,FV,PH,PV271C,,,,,PO19
204284000,CUEO6,,NOVO JAIME MARIA,AZR,,,FV,PH,PV281C,,,,,PO19
204670340,CSXM9,,ILHEU DA MINA,AZR,,,MM,DRG,7533288,,,,,
204701000,CSMB,,FAIAL,AZR,,,,,,,,,,PO19
204709000,CSBH,,CORVO,AZR,1,EG,MM,CA,9381275,,,XYZ,TUV,PO19
204819000,CUIX,,BRAVO,AZR,,,FV,PH,A3425C,,,,,
204821000,CUIY,,SAO SEBASTIAO,AZR,,,FV,PH,,,,,,PO19
204837000,CUIW,,SAO TOME,AZR,,,FV,PH,,,,,,PO19
204848000,CUSJ9,,CORISCO,AZR,,,FV,PH,,,,,,PO19
204853000,CURX,,EISKOS,AZR,,,FV,PH,V1092C,,,,,PO19
205000200,OS7900,,SUNSHINE,BEL,,,PL,XXX,A704809,,,,V,
205000300,OS6130,,THEMIS IV,BEL,,,PL,XXX,G754946,2.9,10,,V,
205000400,OS8041,,CATCHY,BEL,,,PL,XXX,A704034,,,,V,BE01
205000500,OS4588,,THALASSA,BEL,1,,PL,XXX,B725863,,3,,V,
205000600,OS6630,,SIDDHI,BEL,1,,PL,XXX,A758159,7,4,,V,
205000700,OS8104,,SAMARA,BEL,,,PL,XXX,B786368,6,,,V,BE01
205000800,OS7304,,T.N.T.,BEL,,,PL,XXX,A705436,,,,V,
205000900,OS7939,,GWEN,BEL,,,PL,XXX,A704211,,,,V,BE01
205001000,ORLL,,UNION SAPPHIRE,BEL,2,,XX,TUG,BZ292,497,8,,STUV,BE04
205001100,OS7946,,NIGHT’S FOLLIES,BEL,,,PL,XXX,B103977,,,,V,
205001200,OS2312,,CAYENNE,BEL,1,,PL,XXX,A739235,6,4,,V,
205001500,OS6956,,MONET II,BEL,,,PL,XXX,,8,8,,V,BE01
205001600,OS2460,,CORMORAN,BEL,,,PL,XXX,G779054,8,7,,V,
205001800,OS5759,,SAYONARA,BEL,,,PL,XXX,A743248,15,12,,V,BE01
205001900,OS8179,,LUNA,BEL,,,PL,XXX,BC724039,"9,5",10,,V,
205002000,ORNA,,NOORD-WEST,BEL,2,,SV,SAU,ZA640,587,5,,STUV,
205002100,OS3461,S73500,SPANKY,BEL,,,PL,XXX,A702652,,,,V,
205002200,OS6520,,HERMANUBIS,BEL,,,PL,XXX,,,,,V,
205002300,OS9150,,ANITA,BEL,1,,PL,XXX,A763095,7,6,,V,
205002400,OS7902,,BEAUFORT,BEL,,,PL,XXX,B103892,,,,V,
205002500,OS3350,,PALOMA IV,BEL,1,,PL,XXX,"K 13554
X","11,5",6,,V,BE01
205002600,OS8261,,ETOILE DU NORD,BEL,,,PL,XXX,B744346,,6,,V,
205002700,OS8474,,WHITE PRINCESS,BEL,,,PL,XXX,A705710,,,,V,BE01
205002800,OS9230,,NIEL I,BEL,,,PL,XXX,A733115,,,,V,
205002900,OS8309,,EL PURO,BEL,,,PL,XXX,K402028,,,,V,
205003200,OS5691,,GOLD,BEL,,,PL,XXX,B743942,,15,,V,
205003300,OS8328,,BALUCHON,BEL,,,PL,XXX,B741905,,,,V,
205003400,OS7619,,KOHINOOR,BEL,,,PL,XXX,B103194,,,,V,
205003500,OS9140,,TWIDY,BEL,,,PL,XXX,B740897,5,24,,V,
205003600,OS9160,,DAY ANGLER,BEL,1,,PL,XXX,,3,5,,V,BE01
205003700,OS7848,,JOLIK,BEL,,,PL,XXX,A702923,,,,V,
205003800,OS8440,,PANTA RHEI,BEL,,,PL,XXX,,,,,V,
205003900,OS8534,,IEMANJA,BEL,,,PL,XXX,BC105926,,,,V,
205004000,ORNQ,,CROCODILE,BEL,,,XX,DRG,BZ297,,,,TUV,BE03
205004400,OS8587,,BREITLING,BEL,,,PL,XXX,A706828,,,,V,
205004600,OS4455,,MATTIS,BEL,,,PL,XXX,B786752,"8,400",8,,V,
205004800,OS8592,,DAIST,BEL,,,PL,XXX,A705950,,,,V,
205004900,OS7668,,J & J,BEL,,,PL,XXX,A703634,,,,V,
205005000,ORNS,,PARAKEET,BEL,,,XX,DRG,BZ293,,,,TUV,BE05
205005100,OS3777,,GUDRUN,BEL,,,PL,XXX,A706919,,,,V,
205005200,OS5942,,MALAIKA,BEL,,,PL,XXX,A706413,,,,V,
205005300,OS2098,,ULYSSE,BEL,,,PL,XXX,B731553,,,,V,
205005500,OS9180,,LA NOVIA,BEL,,,PL,XXX,G756884,"3,5",,,V,
205005600,OS2356,,L’UNE,BEL,,,PL,XXX,A707421,,,,V,BE01
205005700,OS2673,,NARAYANA,BEL,,,PL,XXX,K720980,,8,,V,BE01
205005800,OS2170,,BELUGA,BEL,,,PL,XXX,A741796,6,12,,V,
205005900,OS2900,,FREE SPIRIT,BEL,,,PL,XXX,K736136,,5,,V,
205006000,ORNT,,MYNA,BEL,,,XX,DRG,BZ295,,,,TUV,BE03
205006100,OS4891,,MARINA,BEL,,,PL,XXX,A706283,,,,V,BE01
205006200,OS9190,,COURTISANE,BEL,1,,PL,XXX,K730815,"7,5",6,,V,
205006300,OS2847,,DIANA,BEL,,,PL,XXX,A707118,,,,V,BE01
205006400,OS7620,,LOVELY,BEL,,,PL,XXX,A784914,,,,V,
205006500,OS6662,,REMORA,BEL,,,PL,XXX,A706863,,,,V,BE01
205006600,OS7124,,FINN,BEL,,,PL,XXX,A702500,,,,V,BE01
205006700,OS6828,,KITTIWAKE,BEL,,,PL,XXX,B100582,,,,V,BE01
205006800,OS6855,,MERMAID,BEL,,,PL,XXX,A774565,4.5,6,,V,
205006900,OS7480,,ROARING FORTY 2,BEL,2,,PL,XXX,A779327,"4,6",6,,V,
205007100,OS2777,,ACHALAY II,BEL,2,,PL,XXX,A704886,23,6,,V,BE01
205007200,OS3207,,TELIKA,BEL,,,PL,XXX,B741565,,,,V,BE01
205007500,OS9200,,NICOLAS,BEL,1,,PL,XXX,G761673,,12,,V,
205007600,OS5055,,TOUKAN,BEL,,,PL,XXX,13.801,,,,V,BE01
205007700,OS3739,,BAYARD,BEL,,,PL,XXX,B733665,,,,V,BE01
205008000,ORYR,,VLAANDEREN XIX,BEL,2,,XX,DRG,BZ294,2970,14,,TUV,BE03
205008200,OS3900,,SUMMERTIME,BEL,,,PL,XXX,G742933,,,,V,
205008300,OS4360,,ARIANNE,BEL,,,PL,XXX,,,,,V,
205008400,OS4411,,BLUE CAT,BEL,,,PL,XXX,BC741324,12,10,,V,
205008500,OS4414,,SEAFUN,BEL,,,PL,XXX,A712676,,,,V,BE01
205008700,OS9240,,CHAMALOUCA,BEL,1,,PL,XXX,A743796,23,12,,V,
205008800,OS5557,,BOOIKE,BEL,1,,PL,XXX,A757847,9.3,6,,V,BE01
205008900,OS4540,,PEGASE,BEL,,,PL,XXX,B104661,,,,V,BE01
205009200,OS4975,,IRINI,BEL,,,PL,XXX,B101691,,,,V,BE01
205009300,OS5636,,JAC-LINE II,BEL,,,PL,XXX,B101668,5,,,V,BE01
205009400,OS4947,,MANGO 3,BEL,1,,PL,XXX,L727418,19,10,,V,
205009500,OS8050,,MAHE,BEL,,,PL,XXX,B726910,,,,V,
205009600,OS5194,,OLD DREAM,BEL,,,PL,XXX,L726597,,,,V,BE01
205009700,OS4592,,BELLVER,BEL,,,PL,XXX,A707844,,,,V,BE01
205009800,OS4446,,STRIPER,BEL,,,PL,XXX,K404823,,,,V,BE01
205009900,OS5308,,LITTLE BEAST,BEL,,,PL,XXX,A707625,,,,V,BE01
205010000,OQBV,,BRAVEHEART,BEL,1,,FV,PH,ZVIS682,,4,,TUV,BE01
205010100,OS5473,,ALIZE 2,BEL,,,PL,XXX,B106701,,,,V,BE01
205010200,OS5350,,MODACY,BEL,,,PL,XXX,B741943,6,,,V,
205010300,OS4308,,LA BOUDEUSE,BEL,,,PL,XXX,B747698,"9,5",,,V,BE01
205010400,OS5678,,VAGEBOND,BEL,,,PL,XXX,A709130,,,,V,BE01
205010500,OS9250,,ALEGRIA,BEL,1,,PL,XXX,A732721,35,12,,V,
205010600,OS6849,,CITIUS,BEL,,,PL,XXX,A709473,,,,V,BE01
205010800,OS6001,,PIRREWIET,BEL,,,PL,XXX,K402086,,,,V,BE01
205010900,OS9260,,TENDER STAR,BEL,,,PL,XXX,K733186,,,,V,
205011000,OS5863,,MI MOHONE,BEL,,,PL,XXX,K404453,,,,V,BE01
205011100,OS2273,,AREND,BEL,1,,PL,XXX,K405075,20,6,,V,
205011300,OS5357,,BACCHUS,BEL,,,PL,XXX,B733502,,9,,V,
205011400,OS2591,,LA MORGANE,BEL,,,PL,XXX,B749080,,,,V,
205011500,OS8590,,DETERMINATION,BEL,,,PL,XXX,A7056367,,,,V,BE01
205011600,OS6498,,SHAMROCK,BEL,,,PL,XXX,K404906,,,,V,BE01
205011700,OS6760,,TEDDY,BEL,,,PL,XXX,C106930,,,,V,
205011800,OS2345,,SGANZ,BEL,,,PL,XXX,B105867,,,,V,
205011900,OS9270,,FULL TIME,BEL,,,PL,XXX,L733327,2,8,,V,
205012100,OS6670,,IF,BEL,,,PL,XXX,B727384,"1,5",4,,V,
205012200,OS3926,,PARADISO,BEL,,,PL,XXX,A709944,,,,V,
205012300,OS4512,,SEA WAY,BEL,,,PL,XXX,B106186,,,,V,
205012400,OS5708,,HUNTER,BEL,1,,PL,XXX,B719288,15,10,,V,
205012500,OS4208,,BONITO,BEL,,,PL,XXX,A744909,,6,,V,
205012600,OS2133,,TAPATAI,BEL,,,PL,XXX,B731990,,,,V,
205012700,OS3939,,MABUHAY,BEL,1,,PL,XXX,K753492,13,2,,V,
205012800,OS3414,,LA LICORNE,BEL,,,PL,XXX,B108288,,,,V,
205012900,OS2749,,JAGUAR,BEL,,,PL,XXX,A707051,,,,V,
205013000,ORRL,,SMIT BARRACUDA,BEL,2,,MM,TUG,ZA1148,230,5,,,
205013100,OS8650,,ARLINE,BEL,,,PL,XXX,G785130,2,,,V,
205013200,OS4856,,PLUVIER,BEL,,,PL,XXX,Z787741,"2,5",2,,V,
205013300,OS2440,,PASI,BEL,,,PL,XXX,B727039,,,,V,BE01
205013400,OS5936,,ECLIPS,BEL,,,PL,XXX,A729653,,,,V,BE01
205013500,OS2490,,HAPPY,BEL,,,PL,XXX,A711978,,,,V,BE01
205013600,OS2065,,ELMER,BEL,,,PL,XXX,A710244,,,,V,
205013700,OS9280,,BIEKE,BEL,,,PL,XXX,G748726,17,8,,V,BE01
205013800,OS6663,,TINTIN,BEL,,,PL,XXX,B717787,,,,V,
205013900,OS2250,,BEGUR,BEL,,,PL,XXX,A707491,,,,V,BE01
205014100,OS2396,,SUDREV,BEL,1,,PL,XXX,A733118,14,,,V,
205014200,OS5336,,SEAHAWK,BEL,,,PL,XXX,A754628,,,,V,BE01
205014300,OS2037,,TAURUS II,BEL,,,PL,XXX,K723526,,,,V,BE01
205014400,OS2906,,GAULOIS II,BEL,,,PL,XXX,B733016,,,,V,
205014500,OS3688,,POLLUX,BEL,,,PL,XXX,A721191,,,,V,
205014600,OS9050,,MAMOUR,BEL,,,PL,XXX,B729577,,,,V,
205014700,OS2763,,MURIEL II,BEL,,,PL,XXX,A4883,,,,V,BE01
205014800,OS3658,,HAPPY HOURS B,BEL,,,PL,XXX,A709302,,,,V,BE01
205014900,OS3756,,TABAGAN,BEL,,,PL,XXX,B744185,10,,,V,
205015100,OS3810,,AZUR,BEL,,,PL,XXX,A705267,,,,V,BE01
205015300,OS3903,,FOLIE,BEL,1,,PL,XXX,A750639,8.3,8,,V,
205015400,OS3992,,GRASSELLI,BEL,,,PL,XXX,A709676,,,,V,BE01
205015500,OS2079,,GINKGO,BEL,,,PL,XXX,B741738,18,,,V,BE01
205015600,OS4460,,LA GITANE,BEL,,,PL,XXX,B731975,,,,V,
205015700,OS7806,,ORA PRO NOBIS,BEL,,,PL,XXX,A717422,1,8,,V,BE01
205015800,OS6759,,XENOS,BEL,,,PL,XXX,B753854,25,,,V,
205016000,ORNB,,BAYARD II,BEL,,,MM,PON,,750,,,TUV,BE03
205016100,OS8370,,DUCKLING,BEL,1,,PL,XXX,K715786,6,8,,V,BE01
205016200,OS6376,,CARPE DIEM,BEL,,,PL,XXX,A717376,,6,,V,
205016300,OS9290,,BENNIGET,BEL,,,PL,XXX,B724132,1,6,,V,
205016400,OS3289,,L’O D’ILES,BEL,,,PL,XXX,Z786891,,8,,V,
205016500,OS4742,,SIRRAH,BEL,,,PL,XXX,A769428,12,6,,V,
205016600,OS6824,,SHAMROCK,BEL,,,PL,XXX,G762939,,,,V,
205016700,OS9300,,SPIRIT 4 US,BEL,,,PL,XXX,K730849,4,,,V,
205016800,OS2990,,EOS,BEL,,,PL,XXX,A3646,,,,V,BE01
205016900,OS7786,,KOM TIKI,BEL,,,PL,XXX,A710678,,,,V,
205017000,OPAM,,MORGENSTER,BEL,1,,FV,PH,,94,4,,TUV,BE01
205017100,OS9310,,ORCA,BEL,1,,PL,XXX,K745679,11,8,,V,
205017200,OS7800,,VEERLE,BEL,,,PL,XXX,A737517,3,,,V,
205017300,OS9320,,LILLY BOYD,BEL,,,PL,XXX,L732977,12,,,V,
205017400,OS8690,,ARPON,BEL,,,PL,XXX,K735820,,,,V,
205017500,OS9330,,ATARAXIA,BEL,1,,PL,XXX,B733769,,6,,V,
205017600,OS9350,,VOL AU VENT,BEL,,,PL,XXX,B733651,2,6,,V,
205017700,OS7750,,ATCH,BEL,1,,PL,XXX,B719090,"7,5",8,,V,
205017800,OS7913,,EILAND,BEL,1,,PL,XXX,G787557,"55,600",12,,V,
205017900,OS7508,,VIPS,BEL,,,PL,XXX,L720831,3,,,V,
205018000,ORNI,,DN66,BEL,,,XX,DRG,,,4,XYZ,,BE06
205018100,OS8684,,MEEUW,BEL,,,PL,XXX,A709656,,,,V,
205018400,OS6546,,SCORPIO,BEL,,,PL,XXX,K404549,,,,V,
205018500,OS8688,,PHIAN,BEL,,,PL,XXX,A710485,,,,V,
205018600,OS8686,,CARINA,BEL,,,PL,XXX,B730968,,,,V,
205018700,OS8689,,MAJA,BEL,,,PL,XXX,K404994,,,,V,
205018800,OS4715,,KAPER II,BEL,,,PL,XXX,,,,,V,
205018900,OS8137,,KORAL,BEL,,,PL,XXX,A711101,,,,V,
205019000,ORLC,S73511,ALPHONSE LETZER,BEL,2,,MM,TUG,ZA593,790,14,,STUV,BE02
205019100,OS8695,,SOURIANTE,BEL,,,PL,XXX,A711236,,,,V,
205019200,OS8330,,ACHIROE,BEL,,,PL,XXX,A711019,6,,,V,
205019300,OS8556,,EVE,BEL,,,PL,XXX,A711134,,,,V,
205019400,OS5387,,YESS,BEL,,,PL,XXX,A711041,,,,V,BE01
205019500,OS6763,,SEAHORSE,BEL,,,PL,XXX,L739646,4,8,,V,
205019600,OS4671,,RIBI,BEL,,,PL,XXX,A3300,,,,V,BE01
205019700,OS6754,,TICO TICO,BEL,,,PL,XXX,B742249,"6,5",10,,V,BE01
205019800,OS9120,,STORMY MONDAY,BEL,,,PL,XXX,K783168,17,6,,V,
205019900,OS8193,,ORCA,BEL,,,PL,XXX,A711159,,,,V,BE01
205020000,ORMM,,ALBATROS,BEL,,,XX,CHA,ZA557,61,20,,T,BE03
205020100,OS2050,,TANGAROA,BEL,,,PL,XXX,G749301,"7,5",6,,V,
205020200,OS9340,,ANGE,BEL,,,PL,XXX,A767968,"7,5",8,,V,
205020300,OS8306,,DAVIA,BEL,2,,PL,XXX,A794030,20,16,,V,
205020400,OS9360,,EXCITEMENT,BEL,,,PL,XXX,BC786150,"8,6",10,,V,
205020500,OS5120,,SARA II,BEL,,,PL,XXX,A711656,,,,V,BE01
205020600,OS8549,,ZWERVER,BEL,,,PL,XXX,A711356,,,,V,
205020700,OS8550,,STAF,BEL,,,PL,XXX,K744732,,,,V,
205020800,OS4735,,NELLY MATHILDE,BEL,,,PL,XXX,A708605,,,,V,
205020900,OS3020,,LORE,BEL,,,PL,XXX,A746753,5,4,,V,
205021100,OS3445,,GRIWENJA,BEL,,,PL,XXX,A711420,,,,V,
205021200,OS7229,,SOLYNA,BEL,,,PL,XXX,A711382,,,,V,
205021300,OS9370,,VRIJHEID,BEL,,,PL,XXX,A734572,2,4,,V,
205021400,OS4293,,LIS,BEL,,,PL,XXX,BC108556,,,,V,BE02
205021500,OS5925,,YVES,BEL,,,PL,XXX,B741742,3,,,V,
205021600,OS3034,,AMULET,BEL,,,PL,XXX,B731058,,6,,V,
205021700,OS3036,,BENJI,BEL,,,PL,XXX,B109190,,,,V,
205021900,OS8042,,DIEGO,BEL,,,PL,XXX,K716851,,,,V,
205022000,ORLI,T73512,BOXER,BEL,,,XX,TUG,ZA596,545,,,STUV,BE06
205022100,OS6235,,KOLOSS,BEL,,,PL,XXX,A711597,,,,V,
205022300,OS6935,,STRAFFE HENDRIK,BEL,,,PL,SAU,B72152,20,,,V,
205022400,OS7053,,IDEFIX,BEL,,,PL,XXX,A746110,3,6,,V,
205022500,OS7515,,LYNX,BEL,,,PL,XXX,A717095,,,,V,
205022600,OS5921,,LURO,BEL,,,PL,XXX,A711603,,,,V,
205022700,OS6283,,JOJALE,BEL,,,PL,XXX,A704879,,,,V,BE01
205022800,OS3235,,TANARA,BEL,,,PL,XXX,K403870,,,,V,
205022900,OS6110,,DALTON,BEL,1,,PL,XXX,K728069,7,8,,V,
205023100,OS2521,,MOVING FREE,BEL,,,PL,XXX,A711762,,,,V,BE01
205023200,OS5765,,FUJI,BEL,,,PL,XXX,,,,,V,
205023300,OS5923,,BEWEEL,BEL,,,PL,XXX,B746537,3,6,,V,
205023400,OS3706,,TAROT,BEL,,,PL,XXX,A710824,,,,V,
205023500,OS9170,,MARE BALTICUM,BEL,,,PL,XXX,G770842,,6,,V,
205023600,OS4336,,ATHAMASE,BEL,,,PL,XXX,A711541,,,,V,
205023700,OS6173,,AEGIR,BEL,1,,PL,XXX,A751350,8,5,,V,
205023800,OS2799,,TEMBO III,BEL,,,PL,XXX,K405509,,,,V,
205023900,OS7439,,IMPERADOR,BEL,,,PL,XXX,K404344,,,,V,BE01
205024000,OPAN,,DE ZEEMEEUW,BEL,,,FV,PH,ZVIS212,,,,STUV,BE01
205024100,OS5910,,ARGOS II,BEL,,,PL,XXX,A759491,,,,V,BE01
205024200,OS7899,,BEA,BEL,1,,PL,XXX,B785990,,10,,V,BE01
205024300,OS2829,,CAPT’N HADDOCK III,BEL,1,,PL,XXX,K779839,3,4,,V,
205024400,OS9390,,LI TCHOUKET,BEL,,,PL,XXX,L755529,,5,,V,
205024500,OS6079,,CHAPEAU,BEL,,,PL,XXX,,,,,V,BE01
205024600,OS8406,,SAILAHOLIC,BEL,,,PL,XXX,BC105547,,,,V,
205024700,OS3038,,E’LINRAY,BEL,1,,PL,XXX,A724774,,10,,V,BE01
205024800,OS9380,,ASSUNTA,BEL,,,PL,XXX,B728538,5,6,,V,
205024900,OS5287,,CHAPEAU,BEL,,,PL,XXX,A707564,,,,V,
205025000,ORKK,,SCHELDE 12,BEL,,,MM,TUG,ZA603,236,12,,TUV,BE04
205025200,OS2422,,FULGOR IV,BEL,1,,PL,XXX,Z782293,,6,,V,
205025300,OS4850,,BELLE LURETTE,BEL,,,PL,XXX,B770570,7,,,V,
205025400,OS3644,,DOLFIJN,BEL,,,PL,XXX,A711604,,,,V,
205025500,OS7230,,MANX PRINCESS,BEL,,,PL,XXX,K730980,,,,V,
205025600,OS6317,,RUCHRINA,BEL,,,PL,XXX,A712178,,,,V,
205025700,OS6799,,BLUE MOON,BEL,1,,PL,XXX,K737917,7.3,8,,V,BE01
205025900,OS4595,,JOEPIE,BEL,,,PL,XXX,K770324,5,12,,V,
205026000,OPDD,,NAUTILUS,BEL,,,FV,PH,ZVIS168,,,,STUV,BE01
205026100,OS3680,,ILLUSION,BEL,,,PL,XXX,A710813,,,,V,BE01
205026200,OS2327,,ORSA,BEL,,,PL,XXX,B736471,,,,V,BE01
205026300,OS4751,,BOFFIE 2,BEL,,,PL,XXX,A711799,,,,V,
205026400,OS7156,,OCEANES,BEL,,,PL,XXX,A712288,,,,V,
205026500,OS6940,,BARYON,BEL,1,,PL,XXX,K786036,7,,,V,
205026600,OS7296,,RADJA,BEL,,,PL,XXX,B744894,,8,,V,
205026700,OS7324,,MERRYWIND,BEL,1,,PL,XXX,BC759386,25,9,,V,
205026800,OS7225,,TIFARA,BEL,,,PL,XXX,A713745,,,,V,BE01
205026900,OS5598,,NAVASSA,BEL,1,,PL,XXX,B771404,11,8,,V,BE01
205027000,OQCT,,GEOFFREY - WILLIAM,BEL,,,FV,PH,ZVIS284,,,,TUV,BE01
205027100,OS5641,,BLUE SALMON,BEL,,,PL,XXX,B732760,,,,V,
205027200,OS3880,,REJAC,BEL,,,PL,XXX,A712322,,,,V,
205027300,OS9400,,DIDVIN,BEL,,,PL,XXX,K735194,,,,V,
205027400,OS6262,,HELENA,BEL,,,PL,XXX,A702388,,,,V,BE01
205027500,OS4515,,SAGARMATA,BEL,,,PL,XXX,A734943,,,,V,
205027600,OS3210,,FELICITY,BEL,,,PL,XXX,BC764230,,12,,V,BE01
205027700,OS4717,,FREJUS,BEL,,,PL,XXX,A712313,,,,V,
205027800,OS2830,,MONICA,BEL,1,,PL,XXX,A720166,8,10,,V,
205027900,OS2556,,MOANA,BEL,2,,PL,XXX,G805108,12,12,,V,BE01
205028000,ORQZ,,CALYPSO,BEL,2,,MM,DRG,MB6676,89,10,,,
205028100,OS5978,,FORZA,BEL,1,,PL,XXX,Z766915,8.5,10,,V,
205028200,OS7792,,FUREUR DE VIVRE,BEL,,,PL,XXX,B7231682,,,,V,
205028300,OS8213,,WHITE BEAUTY,BEL,,,PL,XXX,G743420,7,,,V,
205028500,OS6852,,SILMARIL,BEL,,,PL,XXX,G792046,7,,,V,
205028600,OS6664,,TRAPEGEER,BEL,,,PL,XXX,-,,,,V,
205028700,OS9410,,BUBBELS,BEL,,,PL,XXX,A763483,5,8,,V,
205028800,OS2537,,BARRACUDA,BEL,,,PL,XXX,K742141,7,8,,V,
205028900,OS7988,,BOBBEL,BEL,,,PL,XXX,A710975,,,,V,BE01
205029000,ORBQ,,ZEEWOLF,BEL,1,,GV,TUG,,43,9,,,
205029100,OS5435,,TOGO,BEL,,,PL,XXX,BC109458,18,,,V,
205029200,OS6750,,MORNING SUN,BEL,,,PL,XXX,B734959,,,,V,
205029300,OS2647,,OASIS,BEL,,,PL,XXX,-,,,,V,
205029400,OS5509,,RED MAX,BEL,1,,PL,XXX,A763022,20,6,,V,
205029500,OS5588,,ASANAT,BEL,,,PL,XXX,K405419,,,,V,BE01
205029600,OS7918,,MEDUSA,BEL,,,PL,XXX,A712649,,,,V,
205029800,OS8070,,NIRWANA,BEL,,,PL,XXX,A749387,"4,5",,,V,
205029900,OS4268,,RUBBER,BEL,,,PL,XXX,A712657,,,,V,
205030000,ORMK,,GRUTTO,BEL,,,MM,TPT,ZA550,25,,,TUV,BE03
205030100,OS8497,,MANTA,BEL,,,PL,XXX,A712932,,,,V,BE01
205030300,OS2817,,AARLUK,BEL,,,PL,XXX,K405904,,,,V,
